Spotify URI,Voter ID,Created,Points Assigned,Comment,Round ID
spotify:track:1DSJNBNhGZCigg9ll5VeZv,fa031db8c07243a78d25e8c8cfa3dbbf,2025-05-14T13:58:21Z,1,The his does capture the sentiment of the suffering sports fan,b41f49785f054bcda491fe37e4d3479f
spotify:track:1H5tvpoApNDxvxDexoaAUo,fa031db8c07243a78d25e8c8cfa3dbbf,2025-05-14T13:58:21Z,0,I see what you did ,b41f49785f054bcda491fe37e4d3479f
spotify:track:1r9xUipOqoNwggBpENDsvJ,fa031db8c07243a78d25e8c8cfa3dbbf,2025-05-14T13:58:21Z,-1,No idea what teams but cmon,b41f49785f054bcda491fe37e4d3479f
spotify:track:2Y0iGXY6m6immVb2ktbseM,fa031db8c07243a78d25e8c8cfa3dbbf,2025-05-14T13:58:21Z,1,I have nothing but sympathy for Leafs fans!,b41f49785f054bcda491fe37e4d3479f
spotify:track:4rLKjYqJjLU0Odg52kGL2O,fa031db8c07243a78d25e8c8cfa3dbbf,2025-05-14T13:58:21Z,1,Love the band and good explanation. Nothing but sympathy for leafs fans!,b41f49785f054bcda491fe37e4d3479f
spotify:track:1H5tvpoApNDxvxDexoaAUo,1d1d8a5295de4e46ba5c84dbb4683144,2025-05-14T14:02:23Z,-1,,b41f49785f054bcda491fe37e4d3479f
spotify:track:2Y0iGXY6m6immVb2ktbseM,1d1d8a5295de4e46ba5c84dbb4683144,2025-05-14T14:02:23Z,1,,b41f49785f054bcda491fe37e4d3479f
spotify:track:4rLKjYqJjLU0Odg52kGL2O,1d1d8a5295de4e46ba5c84dbb4683144,2025-05-14T14:02:23Z,1,,b41f49785f054bcda491fe37e4d3479f
spotify:track:7gSQv1OHpkIoAdUiRLdmI6,1d1d8a5295de4e46ba5c84dbb4683144,2025-05-14T14:02:23Z,1,,b41f49785f054bcda491fe37e4d3479f
spotify:track:2WOjLF83vqjit2Zh4B69V3,2f0d4f7a540d4d26aaf2376f776e8a3e,2025-05-14T14:02:43Z,1,"I'm not a Dylan guy, but this one speaks to me. I've asked myself 1,000 times why i waste my time with this shit that just frustrates me",b41f49785f054bcda491fe37e4d3479f
spotify:track:45sqV0WhglbGJswa6SiC0v,2f0d4f7a540d4d26aaf2376f776e8a3e,2025-05-14T14:02:43Z,1,Great choice,b41f49785f054bcda491fe37e4d3479f
spotify:track:6UqeSYno1LD7f46zRfW7KF,2f0d4f7a540d4d26aaf2376f776e8a3e,2025-05-14T14:02:43Z,-1,Hate this choice. Gotta think more outside the box than just looking for songs made for this exact purpose.,b41f49785f054bcda491fe37e4d3479f
spotify:track:756CJtQRFSxEx9jV4P9hpA,2f0d4f7a540d4d26aaf2376f776e8a3e,2025-05-14T14:02:43Z,1,Such a banger,b41f49785f054bcda491fe37e4d3479f
spotify:track:1DSJNBNhGZCigg9ll5VeZv,dae8a20b838b434ca7b5de83d6f46fa5,2025-05-14T14:12:10Z,1,,b41f49785f054bcda491fe37e4d3479f
spotify:track:1H5tvpoApNDxvxDexoaAUo,dae8a20b838b434ca7b5de83d6f46fa5,2025-05-14T14:12:10Z,-1,,b41f49785f054bcda491fe37e4d3479f
